statut,categorie,vehicle_id,marque,modele,version,annee,photo_candidate,niveau_confiance,base_de_proposition,commentaire
PROPOSITION_NON_APPLIQUEE,Bus,150031,Mercedes-Benz / Setra,Mercedes-Benz Tourismo,Mercedes-Benz Tourismo 16 RHD Euro VI - Édition 1996,2019,65322.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Mercedes-Benz Tourismo (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150006,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2021,2024,65355.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Neoplan Tourliner (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150016,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2011,2022,65356.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Neoplan Tourliner (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150026,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2001,2020,65357.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Neoplan Tourliner (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150036,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 1991,2024,65358.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Neoplan Tourliner (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150007,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2020,2019,65359.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Scania Interlink (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150017,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2010,2023,65360.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Scania Interlink (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150027,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2000,2021,65361.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Scania Interlink (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150037,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 1990,2019,65362.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Scania Interlink (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150004,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2023,2022,65363.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Setra S (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150014,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2013,2020,65442.jpg,Catégorie forte / modèle à confirmer,Type visuel classé general) pour le véhicule Mercedes-Benz / Setra Setra S (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150024,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2003,2024,65452.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Setra S (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150034,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 1993,2022,65454.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Setra S (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150010,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 2017,2022,65455.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra VDD Futura (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150020,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 2007,2020,65462.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra VDD Futura (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150030,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 1997,2024,65463.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra VDD Futura (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150008,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 2019,2020,65464.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Volvo 9700 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150018,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 2009,2024,65465.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Volvo 9700 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150028,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 1999,2022,65466.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Volvo 9700 (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,150038,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 1989,2020,65468.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Mercedes-Benz / Setra Volvo 9700 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60097,Setra,Lion's Coach R08,Lion's Coach R08 Edition 58,2020,65469.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Lion's Coach R08 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,30018,Setra,S 515 HD,ComfortClass Tourbus,2021,65470.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra S 515 HD (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60169,Setra,Tourismo M,Tourismo M Export Line 28,2018,65471.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Tourismo M (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60199,Setra,Tourismo M,Tourismo M Export Line 58,2020,65473.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Tourismo M (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60229,Setra,Tourismo M,Tourismo M Export Line 88,2022,65474.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Tourismo M (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60028,Setra,Travego 15 SHD,Travego 15 SHD Edition 28,2018,65475.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Travego 15 SHD (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60067,Setra,Travego 15 SHD,Travego 15 SHD Edition 28,2018,65476.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Travego 15 SHD (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Bus,60127,Setra,Travego 15 SHD,Travego 15 SHD Edition 88,2022,65477.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Setra Travego 15 SHD (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60171,Claas,8R 410,8R 410 Export Line 30,2020,65749.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas 8R 410 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60231,Claas,8R 410,8R 410 Export Line 90,2024,65750.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas 8R 410 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60151,Claas,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 10,2021,65751.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas 933 Vario ProfiPlus (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60211,Claas,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 70,2018,65752.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas 933 Vario ProfiPlus (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60010,Claas,Axion 870,Axion 870 Edition 10,2021,65753.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60030,Claas,Axion 870,Axion 870 Edition 30,2020,65754.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60049,Claas,Axion 870,Axion 870 Edition 10,2021,65755.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60069,Claas,Axion 870,Axion 870 Edition 30,2020,65758.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60089,Claas,Axion 870,Axion 870 Edition 50,2019,65762.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60109,Claas,Axion 870,Axion 870 Edition 70,2018,65763.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60129,Claas,Axion 870,Axion 870 Edition 90,2024,65764.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60191,Claas,Axion 870,Axion 870 Export Line 50,2019,65765.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,30022,Fendt,724 Vario,Gen 6 ProfiPlus,2022,65766.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Fendt 724 Vario (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,30021,John Deere,6R 250,High-Performance Tractor,2023,65767.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 6R 250 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60020,John Deere,8R 410,8R 410 Edition 20,2024,65768.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60059,John Deere,8R 410,8R 410 Edition 20,2024,65770.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60079,John Deere,8R 410,8R 410 Edition 40,2023,65771.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60099,John Deere,8R 410,8R 410 Edition 60,2022,65772.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60119,John Deere,8R 410,8R 410 Edition 80,2021,65773.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60139,John Deere,8R 410,8R 410 Edition 100,2020,65774.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60201,John Deere,8R 410,8R 410 Export Line 60,2022,65775.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 8R 410 (2022,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60181,John Deere,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 40,2023,65776.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere 933 Vario ProfiPlus (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60161,John Deere,Axion 870,Axion 870 Export Line 20,2024,65777.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere Axion 870 (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Tracteurs / agricole,60221,John Deere,Axion 870,Axion 870 Export Line 80,2021,65778.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule John Deere Axion 870 (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240017,Branson,F50RN,À confirmer,2023,65779.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Branson F50RN (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240005,Case IH,Optum 300,À confirmer,2023,65782.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Case IH Optum 300 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240003,Claas,Axion 870,À confirmer,2023,65783.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Claas Axion 870 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240006,Deutz-Fahr,Agrotron 9340,À confirmer,2023,65785.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Deutz-Fahr Agrotron 9340 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240001,Fendt,Vario 942,À confirmer,2023,65788.jpg,Catégorie forte / modèle à confirmer,Type visuel classé tractor) pour le véhicule Fendt Vario 942 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240007,JCB,Fastrac 8330,À confirmer,2023,65163.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule JCB Fastrac 8330 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240002,John Deere,8R 410,À confirmer,2023,65168.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule John Deere 8R 410 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240018,Kioti,RX7320,À confirmer,2023,65169.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Kioti RX7320 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240011,Kubota,M7173,À confirmer,2023,65170.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Kubota M7173 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240014,Lamborghini,Spire 100,À confirmer,2023,65172.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Lamborghini Spire 100 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240012,Landini,Rex 4-120,À confirmer,2023,65176.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Landini Rex 4-120 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240009,Massey Ferguson,8S.305,À confirmer,2023,65177.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Massey Ferguson 8S.305 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240010,McCormick,X8.680,À confirmer,2023,65178.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule McCormick X8.680 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240004,New Holland,T7.315,À confirmer,2023,65179.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule New Holland T7.315 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240013,Same,Virtus 140,À confirmer,2023,65180.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Same Virtus 140 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240019,Solis,90 N,À confirmer,2023,65181.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Solis 90 N (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240016,Steyr,Terrus 6300,À confirmer,2023,65182.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Steyr Terrus 6300 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240008,Valtra,S416,À confirmer,2023,65183.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Valtra S416 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Machines agricoles et de chantier,240015,Zetor,Forterra 150,À confirmer,2023,65184.jpg,Catégorie forte / modèle à confirmer,Type visuel classé car) pour le véhicule Zetor Forterra 150 (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,30012,Audi,Q4 e-tron,40 Advanced,2024,65611.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Q4 e-tron (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60015,Audi,Taycan 4S,Taycan 4S Edition 15,2019,65612.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60054,Audi,Taycan 4S,Taycan 4S Edition 15,2019,65613.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60084,Audi,Taycan 4S,Taycan 4S Edition 45,2021,65614.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60114,Audi,Taycan 4S,Taycan 4S Edition 75,2023,65615.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2023,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60156,Audi,Taycan 4S,Taycan 4S Export Line 15,2019,65616.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60176,Audi,Taycan 4S,Taycan 4S Export Line 35,2018,65617.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Électriques / hybrides,60196,Audi,Taycan 4S,Taycan 4S Export Line 55,2024,65618.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi Taycan 4S (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60082,Audi,M4 Competition,M4 Competition Edition 43,2019,65582.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi M4 Competition (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60023,Audi,M850i,M850i Edition 23,2020,65584.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi M850i (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60062,Audi,M850i,M850i Edition 23,2020,65585.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi M850i (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60122,Audi,M850i,M850i Edition 83,2024,65587.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi M850i (2024,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60003,Audi,RS5 Coupé,RS5 Coupé Edition 3,2021,65588.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60042,Audi,RS5 Coupé,RS5 Coupé Edition 3,2021,65589.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60102,Audi,RS5 Coupé,RS5 Coupé Edition 63,2018,65590.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60144,Audi,RS5 Coupé,RS5 Coupé Export Line 3,2021,65591.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2021,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60164,Audi,RS5 Coupé,RS5 Coupé Export Line 23,2020,65592.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2020,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60184,Audi,RS5 Coupé,RS5 Coupé Export Line 43,2019,65593.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2019,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
PROPOSITION_NON_APPLIQUEE,Coupés / sportives,60204,Audi,RS5 Coupé,RS5 Coupé Export Line 63,2018,65594.jpg,Catégorie forte / modèle à confirmer,Type visuel classé suv) pour le véhicule Audi RS5 Coupé (2018,Aucune écriture en base; photo libre et réservée à cette seule ligne dans la proposition.
