id,brand,model,version,year,mileage,category,priceBrutto,normalizedMainImage,visualCategory,status,identityGroup,provisionalRepresentativeId,groupMemberIds,proof
60078,Mercedes-Benz,V-Class VIP,V-Class VIP Edition 39,2022,34300,minibuses,81550.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,54,60078,"60078,60138",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60079,John Deere,8R 410,8R 410 Edition 40,2023,38000,agricultural,83000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,5,60059,"60059,60079,60099,60119,60139",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60080,BMW,Série 3,Série 3 Edition 41,2024,41700,cars,84450.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60081,Audi,Q7 50 TDI,Q7 50 TDI Edition 42,2018,45400,suvs,85900.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,59,60041,"60041,60081,60121",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60082,Audi,M4 Competition,M4 Competition Edition 43,2019,49100,coupes,87350.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
60083,MAN,Transporter T6.1,Transporter T6.1 Edition 44,2020,52800,vans,88800.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,71,60053,"60053,60083,60113",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60084,Audi,Taycan 4S,Taycan 4S Edition 45,2021,56500,electric,90250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,45,60054,"60054,60084,60114",same normalized image + same declared brand/model
60085,BMW,911 Turbo 3.3,911 Turbo 3.3 Edition 46,2022,60200,classics,91700.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,33,60045,"60045,60065,60085,60105,60125",same normalized image + same declared brand/model
60086,Volvo,Antos 1832,Antos 1832 Edition 47,2023,63900,trucks,93150.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,68,60046,"60046,60066,60086,60106,60126",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60087,Mercedes-Benz,Travego 15 SHD,Travego 15 SHD Edition 48,2024,67600,buses,94600.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60088,Volkswagen,Crafter Transfer,Crafter Transfer Edition 49,2018,71300,minibuses,96050.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60089,Claas,Axion 870,Axion 870 Edition 50,2019,75000,agricultural,97500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,3,60049,"60049,60069,60089,60109,60129",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60090,BMW,Série 3,Série 3 Edition 51,2020,78700,cars,98950.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60091,Audi,Touareg V6,Touareg V6 Edition 52,2021,82400,suvs,100400.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,61,60051,"60051,60091,60131",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60092,BMW,M850i,M850i Edition 53,2022,86100,coupes,101850.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
60093,Mercedes-Benz,Transporter T6.1,Transporter T6.1 Edition 54,2023,89800,vans,103300.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,73,60063,"60063,60093,60123",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60094,Audi,i4 M50,i4 M50 Edition 55,2024,93500,electric,104750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,46,60064,"60064,60094,60124",same normalized image + same declared brand/model
60095,Mercedes-Benz,911 Turbo 3.3,911 Turbo 3.3 Edition 56,2018,97200,classics,106200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,35,60055,"60055,60075,60095,60115,60135",same normalized image + same declared brand/model
60096,MAN,TGX 18.510,TGX 18.510 Edition 57,2019,100900,trucks,107650.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,64,60056,"60056,60076,60096,60116,60136",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60097,Setra,Lion's Coach R08,Lion's Coach R08 Edition 58,2020,104600,buses,109100.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60098,Ford,V-Class VIP,V-Class VIP Edition 59,2021,108300,minibuses,110550.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60099,John Deere,8R 410,8R 410 Edition 60,2022,112000,agricultural,112000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,5,60059,"60059,60079,60099,60119,60139",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60100,BMW,Série 3,Série 3 Edition 61,2023,115700,cars,113450.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60101,Audi,X3 xDrive20d,X3 xDrive20d Edition 62,2024,119400,suvs,114900.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,62,60061,"60061,60101,60141",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60102,Audi,RS5 Coupé,RS5 Coupé Edition 63,2018,123100,coupes,116350.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,39,60042,"60042,60102",same normalized image + same declared brand/model
60103,Volkswagen,Transporter T6.1,Transporter T6.1 Edition 64,2019,126800,vans,117800.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,30,3,"3,60043,60073,60103,60133",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60104,Audi,iX xDrive40,iX xDrive40 Edition 65,2020,10500,electric,119250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,49,60044,"60044,60074,60104,60134",same normalized image + same declared brand/model
60105,BMW,911 Turbo 3.3,911 Turbo 3.3 Edition 66,2021,14200,classics,120700.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,33,60045,"60045,60065,60085,60105,60125",same normalized image + same declared brand/model
60106,Volvo,Antos 1832,Antos 1832 Edition 67,2022,17900,trucks,122150.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,68,60046,"60046,60066,60086,60106,60126",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60107,MAN,Travego 15 SHD,Travego 15 SHD Edition 68,2023,21600,buses,123600.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,9,60047,"60047,60107",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60108,Mercedes-Benz,Crafter Transfer,Crafter Transfer Edition 69,2024,25300,minibuses,125050.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,52,60048,"60048,60108",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60109,Claas,Axion 870,Axion 870 Edition 70,2018,29000,agricultural,126500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,3,60049,"60049,60069,60089,60109,60129",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60110,BMW,Série 3,Série 3 Edition 71,2019,32700,cars,127950.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60111,Audi,GLE 350d,GLE 350d Edition 72,2020,36400,suvs,129400.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,58,60071,"60071,60111",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60112,BMW,M4 Competition,M4 Competition Edition 73,2021,40100,coupes,130850.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,42,60052,"60052,60112",same normalized image + same declared brand/model
60113,MAN,Transporter T6.1,Transporter T6.1 Edition 74,2022,43800,vans,132300.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,71,60053,"60053,60083,60113",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60114,Audi,Taycan 4S,Taycan 4S Edition 75,2023,47500,electric,133750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,45,60054,"60054,60084,60114",same normalized image + same declared brand/model
60115,Mercedes-Benz,911 Turbo 3.3,911 Turbo 3.3 Edition 76,2024,51200,classics,135200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,35,60055,"60055,60075,60095,60115,60135",same normalized image + same declared brand/model
60116,MAN,TGX 18.510,TGX 18.510 Edition 77,2018,54900,trucks,136650.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,64,60056,"60056,60076,60096,60116,60136",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60117,Mercedes-Benz,Lion's Coach R08,Lion's Coach R08 Edition 78,2019,58600,buses,138100.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,10,60057,"60057,60117",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60118,Volkswagen,V-Class VIP,V-Class VIP Edition 79,2020,62300,minibuses,139550.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,56,60058,"60058,60118",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60119,John Deere,8R 410,8R 410 Edition 80,2021,66000,agricultural,141000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,5,60059,"60059,60079,60099,60119,60139",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60120,BMW,Série 3,Série 3 Edition 81,2022,69700,cars,142450.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60121,Audi,Q7 50 TDI,Q7 50 TDI Edition 82,2023,73400,suvs,143900.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,59,60041,"60041,60081,60121",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60122,Audi,M850i,M850i Edition 83,2024,77100,coupes,145350.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,38,60062,"60062,60122",same normalized image + same declared brand/model
60123,Mercedes-Benz,Transporter T6.1,Transporter T6.1 Edition 84,2018,80800,vans,146800.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,73,60063,"60063,60093,60123",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60124,Audi,i4 M50,i4 M50 Edition 85,2019,84500,electric,148250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,46,60064,"60064,60094,60124",same normalized image + same declared brand/model
60125,BMW,911 Turbo 3.3,911 Turbo 3.3 Edition 86,2020,88200,classics,149700.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,33,60045,"60045,60065,60085,60105,60125",same normalized image + same declared brand/model
60126,Volvo,Antos 1832,Antos 1832 Edition 87,2021,91900,trucks,151150.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,68,60046,"60046,60066,60086,60106,60126",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60127,Setra,Travego 15 SHD,Travego 15 SHD Edition 88,2022,95600,buses,152600.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,23,60067,"60067,60127",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60128,Ford,Crafter Transfer,Crafter Transfer Edition 89,2023,99300,minibuses,154050.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,50,60068,"60068,60128",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60129,Claas,Axion 870,Axion 870 Edition 90,2024,103000,agricultural,155500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,3,60049,"60049,60069,60089,60109,60129",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60130,BMW,Série 3,Série 3 Edition 91,2018,106700,cars,156950.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60131,Audi,Touareg V6,Touareg V6 Edition 92,2019,110400,suvs,158400.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,61,60051,"60051,60091,60131",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60132,BMW,RS5 Coupé,RS5 Coupé Edition 93,2020,114100,coupes,159850.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,43,60072,"60072,60132",same normalized image + same declared brand/model
60133,Volkswagen,Transporter T6.1,Transporter T6.1 Edition 94,2021,117800,vans,161300.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,30,3,"3,60043,60073,60103,60133",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60134,Audi,iX xDrive40,iX xDrive40 Edition 95,2022,121500,electric,162750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,49,60044,"60044,60074,60104,60134",same normalized image + same declared brand/model
60135,Mercedes-Benz,911 Turbo 3.3,911 Turbo 3.3 Edition 96,2023,125200,classics,164200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,35,60055,"60055,60075,60095,60115,60135",same normalized image + same declared brand/model
60136,MAN,TGX 18.510,TGX 18.510 Edition 97,2024,128900,trucks,165650.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,64,60056,"60056,60076,60096,60116,60136",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60137,MAN,Lion's Coach R08,Lion's Coach R08 Edition 98,2018,12600,buses,167100.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,7,60077,"60077,60137",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60138,Mercedes-Benz,V-Class VIP,V-Class VIP Edition 99,2019,16300,minibuses,168550.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,54,60078,"60078,60138",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60139,John Deere,8R 410,8R 410 Edition 100,2020,20000,agricultural,170000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,5,60059,"60059,60079,60099,60119,60139",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60140,BMW,Série 3,Série 3 Edition 101,2021,23700,cars,171450.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,REDONDANCE FORTE,25,60040,"60040,60050,60060,60070,60080,60090,60100,60110,60120,60130,60140",same normalized image + same declared brand/model
60141,Audi,X3 xDrive20d,X3 xDrive20d Edition 102,2022,27400,suvs,172900.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,62,60061,"60061,60101,60141",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60142,BMW,Série 3,Série 3 Export Line 1,2019,14900,cars,29750.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60143,Audi,Q7 50 TDI,Q7 50 TDI Export Line 2,2020,17800,suvs,31500.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,60,60143,"60143,60163,60183,60203,60223",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60144,Audi,RS5 Coupé,RS5 Coupé Export Line 3,2021,20700,coupes,33250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,40,60144,"60144,60164,60184,60204,60224",
60145,Volkswagen,Crafter 35,Crafter 35 Export Line 4,2022,23600,vans,35000.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,74,60145,"60145,60175,60205,60235",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60146,Audi,i4 M50,i4 M50 Export Line 5,2023,26500,electric,36750.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,47,60146,"60146,60166,60186,60206,60226",
60147,BMW,300SL Gullwing,300SL Gullwing Export Line 6,2024,29400,classics,38500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,32,60147,"60147,60207",
60148,Volvo,TGX 18.510,TGX 18.510 Export Line 7,2018,32300,trucks,40250.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,69,60148,"60148,60208",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60149,MAN,Lion's Coach R08,Lion's Coach R08 Export Line 8,2019,35200,buses,42000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,8,60149,"60149,60179,60209",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60150,Mercedes-Benz,Crafter Transfer,Crafter Transfer Export Line 9,2020,38100,minibuses,43750.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,53,60150,"60150,60180,60210",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60151,Claas,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 10,2021,41000,agricultural,45500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,2,60151,"60151,60211",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60152,BMW,Série 3,Série 3 Export Line 11,2022,43900,cars,47250.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60153,Audi,GLE 350d,GLE 350d Export Line 12,2023,46800,suvs,49000.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,57,60153,"60153,60173,60193,60213,60233",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60154,BMW,M4 Competition,M4 Competition Export Line 13,2024,49700,coupes,50750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,41,60154,"60154,60174,60194,60214,60234",
60155,MAN,TGE 3.140,TGE 3.140 Export Line 14,2018,52600,vans,52500.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,70,60155,"60155,60185,60215",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60156,Audi,Taycan 4S,Taycan 4S Export Line 15,2019,55500,electric,54250.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,44,60156,"60156,60176,60196,60216,60236",
60157,Mercedes-Benz,911 Turbo 3.3,911 Turbo 3.3 Export Line 16,2020,58400,classics,56000.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,37,60157,"60157,60217",
60158,MAN,Arocs 3342,Arocs 3342 Export Line 17,2021,61300,trucks,57750.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,63,60158,"60158,60218",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60159,Mercedes-Benz,Travego 15 SHD,Travego 15 SHD Export Line 18,2022,64200,buses,59500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,11,60159,"60159,60189,60219",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60160,Volkswagen,Crafter Transfer,Crafter Transfer Export Line 19,2023,67100,minibuses,61250.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,55,60160,"60160,60190,60220",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60161,John Deere,Axion 870,Axion 870 Export Line 20,2024,70000,agricultural,63000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,6,60161,"60161,60221",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60162,BMW,Série 3,Série 3 Export Line 21,2018,72900,cars,64750.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60163,Audi,Q7 50 TDI,Q7 50 TDI Export Line 22,2019,75800,suvs,66500.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,60,60143,"60143,60163,60183,60203,60223",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60164,Audi,RS5 Coupé,RS5 Coupé Export Line 23,2020,78700,coupes,68250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,40,60144,"60144,60164,60184,60204,60224",same normalized image + same declared brand/model
60165,Mercedes-Benz,Sprinter 316 CDI,Sprinter 316 CDI Export Line 24,2021,81600,vans,70000.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,72,60165,"60165,60195,60225",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60166,Audi,i4 M50,i4 M50 Export Line 25,2022,84500,electric,71750.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,47,60146,"60146,60166,60186,60206,60226",same normalized image + same declared brand/model
60167,BMW,2000CS,2000CS Export Line 26,2023,87400,classics,73500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,31,60167,"60167,60227",
60168,Volvo,Actros 1845 LS,Actros 1845 LS Export Line 27,2024,90300,trucks,75250.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,66,60168,"60168,60228",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60169,Setra,Tourismo M,Tourismo M Export Line 28,2018,93200,buses,77000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,22,60169,"60169,60199,60229",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60170,Ford,Crafter Transfer,Crafter Transfer Export Line 29,2019,96100,minibuses,78750.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,51,60170,"60170,60200,60230",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60171,Claas,8R 410,8R 410 Export Line 30,2020,99000,agricultural,80500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,1,60171,"60171,60231",; declared heavy/van/agriculture category conflicts with road-car/SUV image
60172,BMW,Série 3,Série 3 Export Line 31,2021,101900,cars,82250.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60173,Audi,GLE 350d,GLE 350d Export Line 32,2022,104800,suvs,84000.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,57,60153,"60153,60173,60193,60213,60233",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60174,BMW,M4 Competition,M4 Competition Export Line 33,2023,107700,coupes,85750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,41,60154,"60154,60174,60194,60214,60234",same normalized image + same declared brand/model
60175,Volkswagen,Crafter 35,Crafter 35 Export Line 34,2024,110600,vans,87500.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,74,60145,"60145,60175,60205,60235",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
